reward
0.0
0.0
0.0
0.0
0.0
0.0
11.998250456679134
24.067178429197632
3.6672502813064938
0.0
0.0
0.0
0.0
0.0
0.0
0.0
3.7930524456518526
0.0
0.0
0.0
0.0
0.0
0.0
0.0
29.379831061009682
6.069954888620622
0.0
0.0
0.0
0.0
